"rm";"pausada";"data_pausa"
19218;"0";2018-11-23 10:19:18
19237;"1";2019-02-27 14:28:09
19238;"1";2018-03-28 16:54:34
19265;"1";2018-01-25 10:49:40
19265;"0";2018-01-26 08:52:08
19278;"1";2019-01-15 11:15:31
19298;"1";2018-02-02 16:08:35
19298;"0";2018-02-15 17:01:09
19298;"1";2018-04-12 09:22:10
19298;"0";2018-06-28 10:40:38
19322;"1";2018-01-26 16:21:33
19322;"0";2018-01-30 10:09:23
19338;"1";2018-04-02 13:15:47
19364;"1";2018-01-30 10:17:03
19364;"0";2018-04-16 14:33:34
19409;"1";2018-02-07 15:56:53
19409;"0";2018-02-19 15:05:36
19450;"1";2018-04-05 09:37:39
19463;"1";2018-02-20 15:13:56
19472;"1";2018-02-15 13:11:25
19472;"0";2018-02-20 09:38:53
19503;"1";2018-04-11 16:08:40
19503;"0";2018-08-29 11:07:10
19524;"1";2018-02-26 11:15:03
19537;"1";2018-02-22 15:28:53
19537;"0";2018-02-23 14:06:20
19537;"1";2018-02-27 14:58:31
19537;"0";2018-03-08 16:35:39
19569;"1";2018-02-26 11:23:49
19571;"1";2018-02-26 11:23:59
19573;"1";2018-03-13 10:08:16
19573;"0";2018-03-21 11:57:31
19573;"1";2018-03-23 16:39:17
19573;"0";2018-04-06 08:39:23
19573;"1";2018-04-10 08:12:11
19573;"0";2018-04-17 09:36:52
19575;"1";2018-03-28 09:57:25
19592;"1";2018-04-06 08:38:28
19597;"1";2018-02-23 13:51:51
19620;"1";2018-07-06 10:54:28
19620;"0";2018-07-13 14:51:51
19620;"1";2018-07-26 14:27:40
19620;"0";2018-08-17 11:12:52
19621;"1";2018-12-03 13:36:55
19639;"1";2018-03-01 14:51:13
19641;"1";2018-03-01 13:54:11
19641;"0";2018-03-08 15:17:19
19688;"1";2018-05-23 12:22:20
19721;"1";2018-04-03 10:19:39
19721;"0";2018-05-14 15:11:32
19721;"1";2018-05-25 08:12:02
19725;"1";2018-05-14 14:12:12
19736;"1";2018-05-04 09:24:54
19736;"0";2018-05-16 11:44:20
19753;"1";2018-04-04 11:43:15
19792;"1";2018-06-20 10:36:45
19844;"1";2018-04-10 09:36:45
19844;"0";2018-04-11 14:43:33
19913;"1";2018-03-20 09:42:03
19913;"0";2018-03-20 09:46:06
19932;"1";2018-04-10 15:58:02
19932;"0";2018-04-10 16:47:25
19947;"1";2018-04-04 09:00:27
19947;"0";2018-04-16 14:09:47
20008;"1";2018-05-21 12:31:07
20008;"0";2018-05-29 09:36:52
20020;"1";2018-04-30 15:48:49
20043;"1";2018-04-11 10:17:05
20048;"1";2018-04-04 09:01:18
20131;"1";2018-05-21 12:31:07
20131;"0";2018-06-07 14:29:33
20155;"1";2018-04-20 14:56:58
20155;"0";2018-04-23 10:31:45
20179;"1";2018-07-13 10:06:58
20179;"0";2018-07-24 09:20:34
20197;"1";2018-07-19 14:54:11
20199;"1";2018-05-17 14:34:46
20219;"1";2018-04-20 11:07:03
20219;"0";2018-05-22 16:49:46
20244;"1";2018-05-23 12:23:09
20245;"1";2018-07-30 16:06:05
20251;"1";2018-04-23 16:58:20
20268;"1";2018-05-23 12:23:45
20293;"1";2018-05-11 15:56:11
20299;"1";2018-07-05 13:47:35
20299;"0";2018-07-10 11:01:55
20313;"1";2018-05-25 16:41:31
20313;"0";2018-06-04 07:56:15
20348;"1";2018-05-07 15:29:04
20348;"0";2018-05-07 16:22:07
20365;"1";2018-11-22 18:13:28
20436;"1";2018-05-25 13:44:45
20438;"1";2018-05-09 16:50:17
20438;"0";2018-05-10 09:03:13
20455;"1";2018-05-22 13:33:35
20455;"0";2018-05-25 10:10:50
20462;"1";2018-05-31 15:31:39
20462;"0";2018-06-13 11:32:47
20484;"1";2018-05-18 12:50:44
20504;"1";2018-08-28 11:35:01
20504;"0";2018-08-29 14:01:23
20619;"1";2019-02-27 14:28:10
20623;"1";2018-05-30 09:37:11
20623;"0";2018-05-30 15:08:01
20644;"1";2018-06-28 10:04:01
20644;"0";2018-08-09 09:41:32
20648;"1";2018-08-31 15:09:10
20648;"0";2018-09-04 14:21:26
20686;"1";2018-07-12 14:10:13
20686;"0";2018-07-13 10:32:22
20686;"1";2018-07-19 15:30:05
20686;"0";2018-07-23 15:58:31
20686;"1";2018-08-22 14:20:04
20686;"0";2018-08-23 11:42:56
20765;"1";2018-09-14 11:18:41
20792;"1";2019-02-27 14:28:10
20802;"1";2018-06-14 13:47:51
20802;"0";2018-06-21 11:23:36
20802;"1";2018-06-29 13:47:56
20831;"1";2018-07-03 16:49:20
20877;"1";2018-10-11 10:34:32
20879;"1";2019-02-27 14:28:10
20903;"1";2018-09-19 11:43:33
20903;"0";2018-09-25 09:41:38
20961;"1";2018-08-29 11:04:03
20961;"0";2018-09-03 10:42:07
20961;"1";2018-09-05 09:30:06
21074;"1";2018-07-04 10:56:38
21074;"0";2018-07-04 15:09:53
21187;"1";2018-08-03 10:40:17
21205;"1";2018-07-12 16:58:14
21205;"0";2018-07-13 09:17:42
21282;"1";2018-07-25 09:19:51
21283;"1";2018-07-26 14:29:51
21284;"1";2018-09-05 14:34:42
21293;"1";2018-07-30 15:24:53
21293;"0";2018-07-31 13:15:56
21301;"1";2018-07-24 14:29:22
21307;"1";2018-07-23 15:25:27
21308;"1";2018-07-23 15:27:49
21341;"1";2018-07-26 17:22:54
21341;"0";2018-07-27 09:32:34
21350;"1";2018-08-03 15:43:10
21350;"0";2018-08-07 16:15:52
21367;"1";2018-08-21 15:44:37
21367;"0";2018-08-29 14:40:19
21516;"1";2018-12-03 14:51:24
21516;"0";2019-01-07 13:38:54
21647;"1";2018-08-17 11:05:43
21704;"1";2018-08-28 10:16:01
21709;"1";2018-09-04 11:12:05
21709;"0";2018-09-24 16:06:15
21709;"1";2019-02-27 14:21:59
21717;"1";2019-02-27 14:28:11
21741;"1";2018-08-29 11:39:13
21747;"1";2018-08-29 11:39:14
21779;"1";2018-09-05 14:34:30
21820;"1";2018-11-19 13:05:29
21820;"0";2018-11-26 08:45:42
21842;"1";2018-09-04 10:36:50
21842;"0";2018-09-04 11:35:29
21855;"1";2018-09-04 11:41:37
21861;"1";2018-11-07 11:31:18
21866;"1";2018-09-11 09:04:42
21871;"1";2018-09-11 09:09:37
21885;;2018-09-06 15:03:43
21885;"0";2018-09-10 14:43:02
21923;"1";2018-09-11 08:51:30
21923;"0";2018-09-11 10:56:22
21938;"1";2018-09-12 14:45:17
22073;"1";2019-02-27 14:28:11
22107;"1";2018-10-02 09:52:53
22107;"0";2018-10-02 13:56:22
22159;"1";2018-12-13 13:55:22
22193;"1";2019-01-08 08:19:27
22193;"0";2019-02-27 08:20:42
22197;"1";2019-02-27 14:28:45
22209;"1";2019-02-27 14:28:11
22295;"1";2018-11-27 09:29:44
22295;"0";2018-12-17 16:23:59
22295;"1";2018-12-27 13:29:51
22295;"0";2019-02-20 09:31:53
22342;"1";2018-12-11 10:41:23
22342;"0";2018-12-13 15:54:36
22500;"1";2018-12-03 14:53:27
22500;"0";2019-01-07 13:37:47
22571;"1";2019-01-09 14:15:55
22571;"0";2019-02-14 10:51:46
22587;"1";2019-03-11 10:13:59
22587;"0";2019-03-19 14:21:30
22593;"1";2018-12-17 10:37:25
22625;"1";2019-01-23 11:02:17
22871;"1";2019-02-27 14:28:12
23234;"1";2019-03-01 11:32:33
23248;"1";2019-03-18 10:24:14
23248;"0";2019-03-20 09:25:51
23266;"1";2019-02-13 10:32:07
23277;"1";2019-02-11 11:40:32
23283;"1";2019-02-27 14:28:12
23323;"1";2019-02-27 11:53:48
23323;"0";2019-03-18 10:25:02
23356;"1";2019-02-19 15:09:36
23511;"1";2019-03-15 15:48:54
23522;"1";2019-03-15 09:03:30
23527;"1";2019-03-14 16:07:40
